"","station","glatos_array","station_no","consecutive_deploy_no","intend_lat","intend_long","deploy_lat","deploy_long","recover_lat","recover_long","deploy_date_time","recover_date_time","bottom_depth","riser_length","instrument_depth","ins_model_no","glatos_ins_frequency","ins_serial_no","code_map","code_map_comment","deployed_by","comments","glatos_seasonal","glatos_project","glatos_vps","year"
"1","WLN-026","WLN","26",11,NA,NA,43.20219,-79.2645,NA,NA,2020-01-14 19:24:00,2020-11-24 18:41:00,NA,NA,NA,"VR2TX",69,481683,"MAP-114",NA,NA,NA,"No","WLONA","No","2020"
"2","WLN-041","WLN","41",7,NA,NA,43.20276,-79.26276,NA,NA,2020-01-14 19:35:00,2020-11-24 18:41:00,NA,NA,NA,"VR2W",69,132821,"MAP-114","error 1 initialization occurred between deploy and recover","DFO",NA,"No","WLONA","No","2020"
"3","HAM-017","HAM","17",8,NA,NA,43.29488,-79.82113,NA,NA,2020-06-02 18:37:00,2021-06-16 18:00:00,NA,NA,NA,"VR2AR",69,549114,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2020"
"4","HAM-039","HAM","39",6,NA,NA,43.28176,-79.85158,NA,NA,2020-06-02 19:20:00,2021-06-07 13:01:00,20,NA,NA,"VR2AR",69,547992,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"5","HAM-023","HAM","23",9,NA,NA,43.28569,-79.86764,NA,NA,2020-06-02 20:32:00,2021-06-16 17:00:00,10,NA,NA,"VR2AR",69,547993,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"6","WLN-010","WLN","10",6,NA,NA,43.41613,-79.67136,NA,NA,2020-06-03 14:58:00,2021-06-07 14:02:00,25.1,2,NA,"VR2WAR",69,549102,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"7","WLN-006","WLN","6",6,NA,NA,43.49064,-79.59042,NA,NA,2020-06-03 15:45:00,2021-06-07 14:24:00,21,2,NA,"VR2WAR",69,549110,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"8","WLN-004","WLN","4",6,NA,NA,43.56569,-79.51855,NA,NA,2020-06-03 16:05:00,2021-06-07 14:52:00,19.2,2,NA,"VR2WAR",69,548269,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"9","WLN-030","WLN","30",2,NA,NA,43.65163,-79.2506,NA,NA,2020-06-03 19:35:00,2021-06-08 18:07:00,22,2,NA,"VR2WAR",69,549093,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"10","WLN-031","WLN","31",2,NA,NA,43.70627,-79.19155,NA,NA,2020-06-03 20:19:00,2021-06-09 15:29:00,20.4,2,NA,"VR2WAR",69,548256,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"11","WLN-008","WLN","8",6,NA,NA,43.20914,-79.3198,NA,NA,2020-06-06 16:50:00,2021-06-07 18:32:00,20,2,NA,"VR2WAR",69,549115,"MAP-114","error 1 initialization occurred between deploy and recover","DFO",NA,"No","WLONA","No","2020"
"12","WLN-002","WLN","2",6,NA,NA,43.6192,-79.45171,NA,NA,2020-06-08 16:27:00,2021-06-07 15:14:00,18.9,2,NA,"VR2WAR",69,549105,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"13","WLN-003","WLN","3",6,NA,NA,43.26948,-79.19328,NA,NA,2020-06-16 16:19:00,2021-06-07 18:07:00,20,2,NA,"VR2WAR",69,549097,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"14","WLN-009","WLN","9",5,NA,NA,43.22352,-79.45905,NA,NA,2020-06-16 17:30:00,2021-06-07 19:13:00,28,2,NA,"VR2WAR",69,549116,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"15","HAM-022","HAM","22",9,NA,NA,43.30235,-79.79037,NA,NA,2020-06-16 20:46:00,2021-07-27 12:30:00,7,NA,NA,"VR2AR",69,549107,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"16","WLN-037","WLN","37",2,NA,NA,43.74167,-78.97946,NA,NA,2020-06-17 15:05:00,2021-06-14 20:15:00,72.8,2,NA,"VR2WAR",69,547988,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"17","WLN-038","WLN","38",2,NA,NA,43.77656,-78.83806,NA,NA,2020-06-17 15:30:00,2021-06-14 18:01:00,66,2,NA,"VR2WAR",69,547997,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"18","WLN-039","WLN","39",2,NA,NA,43.78651,-78.67521,NA,NA,2020-06-17 17:30:00,2021-06-29 18:17:00,76.6,2,NA,"VR2WAR",69,548283,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"19","WLN-036","WLN","36",2,NA,NA,43.8789,-78.6188,NA,NA,2020-06-17 22:00:00,2021-06-29 18:36:00,19,2,NA,"VR2WAR",69,547990,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"20","WLN-032","WLN","32",2,NA,NA,43.76568,-79.10988,NA,NA,2020-06-18 14:55:00,2021-06-14 20:45:00,20,2,NA,"VR2WAR",69,547996,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"21","WLN-033","WLN","33",2,NA,NA,43.78911,-79.02378,NA,NA,2020-06-18 15:05:00,2021-06-14 19:51:00,24,2,NA,"VR2WAR",69,548277,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"22","WLN-034","WLN","34",2,NA,NA,43.8202,-78.93321,NA,NA,2020-06-18 15:40:00,2021-06-14 18:56:00,26,2,NA,"VR2WAR",69,548623,"MAP-114",NA,"DFO","RAEON receiver","No","WLONA","No","2020"
"23","WLN-035","WLN","35",2,NA,NA,43.85008,-78.80348,NA,NA,2020-06-18 16:13:00,2021-06-14 18:24:00,21,2,NA,"VR2WAR",69,548264,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"24","WLN-007","WLN","7",5,NA,NA,43.25367,-79.60337,NA,NA,2020-06-18 18:25:00,2021-06-07 19:43:00,20,2,NA,"VR2WAR",69,548243,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"25","WLN-005","WLN","5",5,NA,NA,43.29595,-79.74334,NA,NA,2020-06-18 18:50:00,2021-06-07 20:34:00,19.2,2,NA,"VR2WAR",69,548259,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"26","WLN-001","WLN","1",6,NA,NA,43.3306,-79.75633,NA,NA,2020-06-18 19:00:00,2021-06-07 13:39:00,16,2,NA,"VR2WAR",69,548242,"MAP-114",NA,"DFO",NA,"No","WLONA","No","2020"
"27","HAM-041","HAM","41",7,NA,NA,43.2767,-79.83893,NA,NA,2020-06-29 17:30:00,2021-06-16 18:18:00,NA,NA,NA,"VR2W",69,131525,"MAP-113",NA,NA,NA,"No","HAMLO","No","2020"
"28","HAM-058","HAM","58",4,NA,NA,43.31292,-79.8061,NA,NA,2020-06-29 18:09:00,2021-07-19 18:57:00,1.2,NA,NA,"VR2W",69,119690,"MAP-113",NA,NA,NA,"No","HAMLO","No","2020"
"29","HAM-046","HAM","46",6,NA,NA,43.30771,-79.82588,NA,NA,2020-06-29 18:25:00,2021-06-16 18:37:00,2,NA,NA,"VR2W",69,133002,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"30","HAM-045","HAM","45",4,NA,NA,43.3046,-79.80238,NA,NA,2020-06-29 19:45:00,2021-06-16 16:12:00,1.2,NA,NA,"VR2W",69,121991,"MAP-113",NA,NA,NA,"No","HAMLO","No","2020"
"31","HAM-043","HAM","43",5,NA,NA,43.27957,-79.8915,NA,NA,2020-06-29 21:27:00,2021-06-16 17:20:00,2,NA,NA,"VR2W",69,119706,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"32","HAM-048","HAM","48",5,NA,NA,43.27311,-79.88506,NA,NA,2020-06-29 21:27:00,2021-06-17 19:05:00,2.5,NA,NA,"VR2W",69,132997,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"33","HAM-063","HAM","63",4,NA,NA,43.2822,-79.88451,NA,NA,2020-06-29 21:56:00,2021-06-16 17:52:00,1.5,NA,NA,"VR2W",69,119660,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"34","HAM-012","HAM","12",9,NA,NA,43.30048,-79.80591,NA,NA,2020-06-29 23:05:00,2021-06-28 18:30:00,8,NA,NA,"VR2W",69,127839,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"35","HAM-051","HAM","51",5,NA,NA,43.26976,-79.87317,NA,NA,2020-06-30 16:59:00,2021-06-17 19:19:00,3.2,NA,NA,"VR2W",69,127837,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"36","HAM-036","HAM","36",9,NA,NA,43.27139,-79.8695,NA,NA,2020-06-30 17:50:00,2021-06-28 20:00:00,NA,NA,NA,"VR2W",69,119711,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"37","HAM-052","HAM","52",7,NA,NA,43.27438,-79.86617,NA,NA,2020-06-30 19:13:00,2021-06-28 19:39:00,2.4,NA,NA,"VR2W",69,132818,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"38","HAM-011","HAM","11",6,NA,NA,43.2773,-79.8669,NA,NA,2020-06-30 19:50:00,2021-06-23 19:30:00,13,NA,NA,"VR2W",69,133111,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"39","HAM-055","HAM","55",6,NA,NA,43.27455,-79.8649,NA,NA,2020-06-30 19:50:00,2021-06-28 19:20:00,4.2,NA,NA,"VR2W",69,133112,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"40","HAM-053","HAM","53",6,NA,NA,43.2759,-79.86333,NA,NA,2020-06-30 20:45:00,2021-06-28 19:07:00,6.3,NA,NA,"VR2W",69,132820,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"41","HAM-009","HAM","9",9,NA,NA,43.28036,-79.80383,NA,NA,2020-07-02 18:30:00,2021-06-17 17:00:00,13,NA,NA,"VR2W",69,127827,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"42","HAM-034","HAM","34",9,NA,NA,43.27142,-79.80812,NA,NA,2020-07-02 19:40:00,2021-06-17 17:45:00,1.6,NA,NA,"VR2W",69,121993,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"43","HAM-032","HAM","32",8,NA,NA,43.27973,-79.89346,NA,NA,2020-07-03 13:53:00,2021-09-10 19:20:00,1.9,NA,NA,"VR2W",69,132999,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"44","HAM-030","HAM","30",7,NA,NA,43.27192,-79.92519,NA,NA,2020-07-03 14:24:00,2021-09-10 18:52:00,NA,NA,NA,"VR2W",69,119662,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"45","HAM-042","HAM","42",5,NA,NA,43.26877,-79.9348,NA,NA,2020-07-03 14:48:00,2021-09-10 20:00:00,1.6,NA,NA,"VR2W",69,124717,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"46","HAM-013","HAM","13",8,NA,NA,43.29691,-79.80157,NA,NA,2020-07-03 18:10:00,2021-06-23 18:30:00,10,NA,NA,"VR2W",69,119681,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"47","HAM-035","HAM","35",5,NA,NA,43.26228,-79.77238,NA,NA,2020-07-03 23:40:00,2021-06-17 17:45:00,2,NA,NA,"VR2W",69,131522,"MAP-114",NA,NA,NA,"No","HAMLO","No","2020"
"48","WLN-014","WLN","14",6,NA,NA,43.24452,-79.21571,NA,NA,2020-11-24 16:00:00,2022-11-07 22:53:00,NA,NA,NA,"VR2W",69,121998,"MAP-113",NA,"DFO",NA,"No","WLONA","No","2020"
"49","WLN-015","WLN","15",6,NA,NA,43.22842,-79.21602,NA,NA,2020-11-24 16:00:00,NA,NA,NA,NA,"VR2W",69,132819,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2020"
"50","WLN-022","WLN","22",5,NA,NA,43.24452,-79.21571,NA,NA,2020-11-24 16:00:00,2021-11-11 05:00:00,NA,NA,NA,"VR2W",180,302116,"MAP-413",NA,"DFO",NA,"No","WLONA","No","2020"
"51","WLN-021","WLN","21",5,NA,NA,42.88536,-79.24825,NA,NA,2020-11-24 19:49:00,2022-11-17 22:00:00,NA,NA,NA,"VR2W",69,107321,"MAP-113",NA,"DFO",NA,"No","WLONA","No","2020"
"52","WLN-025","WLN","25",5,NA,NA,42.88536,-79.24825,NA,NA,2020-11-24 19:49:00,2021-11-06 04:00:00,NA,NA,NA,"VR2W",180,301602,"MAP-413",NA,"DFO",NA,"No","WLONA","No","2020"
"53","HAM-039","HAM","39",7,NA,NA,43.28176,-79.85158,NA,NA,2021-06-07 13:12:00,2022-06-09 18:23:00,17.9,NA,NA,"VR2AR",69,549109,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2021"
"54","WLN-001","WLN","1",7,NA,NA,43.3306,-79.75633,NA,NA,2021-06-07 13:41:00,2022-06-06 14:30:00,17,1,NA,"VR2WAR",69,547992,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"55","WLN-010","WLN","10",7,NA,NA,43.41613,-79.67136,NA,NA,2021-06-07 14:07:00,2022-06-06 15:13:00,18.2,1,NA,"VR2WAR",69,549098,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"56","WLN-006","WLN","6",7,NA,NA,43.49064,-79.59042,NA,NA,2021-06-07 14:28:00,2022-06-06 15:46:00,18,1,NA,"VR2WAR",69,548242,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"57","WLN-004","WLN","4",7,NA,NA,43.56569,-79.51855,NA,NA,2021-06-07 14:57:00,2022-06-06 16:20:00,18.1,1,NA,"VR2WAR",69,549102,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"58","WLN-002","WLN","2",7,NA,NA,43.6192,-79.45171,NA,NA,2021-06-07 15:16:00,2022-06-06 16:50:00,17.6,1,NA,"VR2WAR",69,549110,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"59","WLN-003","WLN","3",7,NA,NA,43.26948,-79.19328,NA,NA,2021-06-07 18:12:00,2022-06-08 22:30:00,18.7,1,NA,"VR2WAR",69,549105,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"60","WLN-008","WLN","8",7,NA,NA,43.20914,-79.3198,NA,NA,2021-06-07 18:34:00,2022-06-09 15:44:00,19,1,NA,"VR2WAR",69,548269,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"61","WLN-009","WLN","9",6,NA,NA,43.22352,-79.45905,NA,NA,2021-06-07 19:17:00,2022-06-09 16:10:00,20.9,1,NA,"VR2WAR",69,549097,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"62","WLN-007","WLN","7",6,NA,NA,43.25367,-79.60337,NA,NA,2021-06-07 19:49:00,2022-06-09 16:52:00,18,1,NA,"VR2WAR",69,549115,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"63","WLN-005","WLN","5",6,NA,NA,43.29595,-79.74334,NA,NA,2021-06-07 20:37:00,2022-06-09 17:12:00,18.5,1,NA,"VR2WAR",69,549116,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"64","WLN-030","WLN","30",3,NA,NA,43.65163,-79.2506,NA,NA,2021-06-08 18:10:00,2022-06-28 16:55:00,20.6,1,NA,"VR2WAR",69,548284,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"65","WLN-031","WLN","31",3,NA,NA,43.70627,-79.19155,NA,NA,2021-06-09 15:31:00,2022-06-28 17:49:00,20.2,1,NA,"VR2WAR",69,548244,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"66","WLN-038","WLN","38",3,NA,NA,43.77656,-78.83806,NA,NA,2021-06-14 18:07:00,2022-06-30 20:43:00,64,1,NA,"VR2WAR",69,548278,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"67","WLN-035","WLN","35",3,NA,NA,43.85008,-78.80348,NA,NA,2021-06-14 18:26:00,2022-06-30 20:12:00,20.6,1,NA,"VR2WAR",69,548250,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"68","WLN-034","WLN","34",3,NA,NA,43.8202,-78.93321,NA,NA,2021-06-14 18:59:00,2022-06-28 19:30:00,25.3,1,NA,"VR2WAR",69,548256,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"69","WLN-033","WLN","33",3,NA,NA,43.78911,-79.02378,NA,NA,2021-06-14 19:57:00,2022-06-28 18:33:00,23.2,1,NA,"VR2WAR",69,549093,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"70","WLN-037","WLN","37",3,NA,NA,43.74167,-78.97946,NA,NA,2021-06-14 20:20:00,2022-06-30 22:48:00,71.1,1,NA,"VR2WAR",69,547997,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"71","WLN-032","WLN","32",3,NA,NA,43.76568,-79.10988,NA,NA,2021-06-14 20:49:00,2022-06-28 18:14:00,19.5,1,NA,"VR2WAR",69,548240,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"72","HAM-045","HAM","45",5,NA,NA,43.3046,-79.80238,NA,NA,2021-06-16 16:12:00,2022-09-01 15:45:00,1.2,NA,NA,"VR2W",69,121991,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"73","HAM-023","HAM","23",10,NA,NA,43.28569,-79.86764,NA,NA,2021-06-16 17:00:00,2022-06-09 18:51:00,9,NA,NA,"VR2AR",69,548243,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"74","HAM-043","HAM","43",6,NA,NA,43.27957,-79.8915,NA,NA,2021-06-16 17:20:00,2022-09-15 16:38:00,2,NA,NA,"VR2W",69,121999,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"75","HAM-063","HAM","63",5,NA,NA,43.2822,-79.88451,NA,NA,2021-06-16 17:52:00,2022-09-15 15:59:00,1.5,NA,NA,"VR2W",69,119660,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2021"
"76","HAM-017","HAM","17",9,NA,NA,43.29488,-79.82113,NA,NA,2021-06-16 18:00:00,2022-06-09 13:32:00,19.8,NA,NA,"VR2AR",69,547993,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2021"
"77","HAM-041","HAM","41",8,NA,NA,43.2767,-79.83893,NA,NA,2021-06-16 18:18:00,2022-09-15 17:28:00,NA,NA,NA,"VR2W",69,131525,"MAP-113",NA,NA,NA,"No","HAMLO","No","2021"
"78","HAM-046","HAM","46",7,NA,NA,43.30771,-79.82588,NA,NA,2021-06-16 18:37:00,2022-09-15 18:34:00,2,NA,NA,"VR2W",69,133002,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"79","HAM-009","HAM","9",10,NA,NA,43.28036,-79.80383,NA,NA,2021-06-17 17:00:00,2021-10-08 04:00:00,13,NA,NA,"VR2W",69,127827,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"80","HAM-034","HAM","34",10,NA,NA,43.27142,-79.80812,NA,NA,2021-06-17 17:45:00,2022-09-15 18:13:00,1.6,NA,NA,"VR2W",69,121993,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2021"
"81","HAM-048","HAM","48",6,NA,NA,43.27311,-79.88506,NA,NA,2021-06-17 19:05:00,2022-09-15 17:08:00,2.5,NA,NA,"VR2W",69,133001,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"82","HAM-051","HAM","51",6,NA,NA,43.26976,-79.87317,NA,NA,2021-06-17 19:19:00,2022-09-09 18:16:00,3.2,NA,NA,"VR2W",69,121988,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"83","HAM-047","HAM","47",6,NA,NA,43.30267,-79.83991,NA,NA,2021-06-17 19:45:00,2022-09-15 18:47:00,1.5,NA,NA,"VR2W",69,119706,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"84","HAM-013","HAM","13",9,NA,NA,43.29691,-79.80157,NA,NA,2021-06-23 18:30:00,2022-09-13 16:31:00,9.7,NA,NA,"VR2W",69,119681,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"85","HAM-011","HAM","11",7,NA,NA,43.2773,-79.8669,NA,NA,2021-06-23 19:30:00,2022-09-07 17:27:00,12.6,NA,NA,"VR2W",69,133111,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2021"
"86","HAM-035","HAM","35",6,NA,NA,43.26228,-79.77238,NA,NA,2021-06-28 17:15:00,2022-10-18 14:59:00,2,NA,NA,"VR2W",69,131522,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"87","HAM-012","HAM","12",10,NA,NA,43.30048,-79.80591,NA,NA,2021-06-28 18:30:00,2022-09-15 19:10:00,7.6,NA,NA,"VR2W",69,127839,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2021"
"88","HAM-053","HAM","53",7,NA,NA,43.2759,-79.86333,NA,NA,2021-06-28 19:07:00,2022-09-08 19:10:00,6.3,NA,NA,"VR2W",69,127837,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"89","HAM-055","HAM","55",7,NA,NA,43.27455,-79.8649,NA,NA,2021-06-28 19:20:00,2022-09-09 17:57:00,3.5,NA,NA,"VR2W",69,132997,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"90","HAM-052","HAM","52",8,NA,NA,43.27438,-79.86617,NA,NA,2021-06-28 19:39:00,2022-09-09 17:31:00,2.4,NA,NA,"VR2W",69,132820,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"91","HAM-036","HAM","36",10,NA,NA,43.27139,-79.8695,NA,NA,2021-06-28 20:00:00,2022-08-03 01:13:00,NA,NA,NA,"VR2W",69,131493,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2021"
"92","WLN-039","WLN","39",3,NA,NA,43.78651,-78.67521,NA,NA,2021-06-29 18:21:00,2022-06-30 19:40:00,76.1,1,NA,"VR2WAR",69,548267,"MAP-114",NA,"Larocque S./DFO",NA,"No","WLONA","No","2021"
"93","WLN-036","WLN","36",3,NA,NA,43.8789,-78.6188,NA,NA,2021-06-29 18:41:00,2022-06-29 23:10:00,18.5,1,NA,"VR2WAR",69,548277,"MAP-114",NA,"Larocque S./DFO","Estimated depth based on previous year; forgot to record it","No","WLONA","No","2021"
"94","HAM-058","HAM","58",5,NA,NA,43.31292,-79.8061,NA,NA,2021-07-19 18:57:00,2022-09-01 15:25:00,1.2,NA,NA,"VR2W",69,119690,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"95","HAM-022","HAM","22",10,NA,NA,43.30235,-79.79037,NA,NA,2021-07-27 12:34:00,2022-06-09 17:25:00,6.8,NA,NA,"VR2AR",69,549114,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"96","HAM-030","HAM","30",8,NA,NA,43.27192,-79.92519,NA,NA,2021-09-10 18:52:00,2022-10-18 16:13:00,NA,NA,NA,"VR2W",69,119662,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"97","HAM-032","HAM","32",9,NA,NA,43.27973,-79.89346,NA,NA,2021-09-10 19:20:00,2022-09-28 14:00:00,1.9,NA,NA,"VR2W",69,132999,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"98","HAM-042","HAM","42",6,NA,NA,43.26877,-79.9348,NA,NA,2021-09-11 20:00:00,NA,NA,NA,NA,"VR2W",69,133112,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2021"
"99","HAM-018","HAM","18",9,NA,NA,43.27267,-79.878,NA,NA,2021-10-19 18:30:00,2022-06-09 19:06:00,6.1,NA,NA,"VR2AR",69,548257,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"100","HAM-015","HAM","15",9,NA,NA,43.29365,-79.85536,NA,NA,2021-10-19 18:45:00,2022-06-09 19:27:00,6.7,NA,NA,"VR2AR",69,548259,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"101","HAM-005","HAM","5",8,NA,NA,43.28133,-79.86433,NA,NA,2021-10-19 19:00:00,2022-06-09 18:35:00,14.6,NA,NA,"VR2AR",69,547990,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"102","HAM-021","HAM","21",8,NA,NA,43.28578,-79.82647,NA,NA,2021-10-19 19:13:00,2022-06-09 17:56:00,16.6,NA,NA,"VR2AR",69,547996,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"103","HAM-003","HAM","3",9,NA,NA,43.29461,-79.80053,NA,NA,2021-10-19 19:25:00,2022-06-09 17:45:00,15.6,NA,NA,"VR2AR",69,549107,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"104","HAM-025","HAM","25",9,NA,NA,43.30969,-79.81158,NA,NA,2021-10-19 19:37:00,2022-06-09 13:20:00,5.1,NA,NA,"VR2AR",69,548283,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"105","HAM-001","HAM","1",9,NA,NA,43.30611,-79.81861,NA,NA,2021-10-20 14:07:00,2022-11-22 17:25:00,NA,NA,NA,"VR2W",69,127832,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"106","HAM-002","HAM","2",9,NA,NA,43.28685,-79.79576,NA,NA,2021-10-20 14:50:00,2022-11-22 16:43:00,22.3,NA,NA,"VR2W",69,127833,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"107","HAM-007","HAM","7",9,NA,NA,43.30139,-79.83972,NA,NA,2021-10-20 17:50:00,2022-11-17 16:05:00,10.2,NA,NA,"VR2W",69,126879,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"108","HAM-008","HAM","8",9,NA,NA,43.2751,-79.7928,NA,NA,2021-10-20 20:05:00,NA,6.6,NA,NA,"VR2W",69,126880,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2021"
"109","HAM-009","HAM","9",11,NA,NA,43.28036,-79.80383,NA,NA,2021-10-27 15:00:00,2022-09-15 17:57:00,13,NA,NA,"VR2W",69,127827,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"110","HAM-004","HAM","4",8,NA,NA,43.28714,-79.84452,NA,NA,2021-10-27 15:30:00,2022-11-22 15:05:00,25,NA,NA,"VR2W",69,131524,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"111","HAM-028","HAM","28",9,NA,NA,43.27556,-79.88194,NA,NA,2021-10-27 20:05:00,2022-11-17 15:26:00,7.8,NA,NA,"VR2W",69,126878,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"112","HAM-014","HAM","14",8,NA,NA,43.28548,-79.8744,NA,NA,2021-11-09 19:00:00,NA,5,NA,NA,"VR2W",69,119675,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2021"
"113","HAM-037","HAM","37",6,NA,NA,43.2789,-79.88599,NA,NA,2021-11-09 19:17:00,2022-11-14 18:40:00,4.9,NA,NA,"VR2W",69,119693,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
"114","HAM-019","HAM","19",9,NA,NA,43.27811,-79.85158,NA,NA,2021-11-09 19:37:00,2022-11-14 19:52:00,18,NA,NA,"VR2W",69,127847,"MAP-114",NA,NA,NA,"No","HAMLO","No","2021"
